OTU,Kingdom,Phylum,Class,Order,Family,Genus
OTU_2136,Bacteria(100.0),Chloroflexi.ph(93.1),Thermomicrobia(66.1),Sphaerobacterales(50.2),Sphaerobacteraceae(41.3),Sphaerobacter(41.3)
OTU_2138,Bacteria(100.0),Firmicutes(98.7),Bacilli(72.4),Bacillales(59.4),Pasteuriaceae(46.7),Pasteuria(45.4)
OTU_2133,Bacteria(100.0),Chlamydiae(75.7),Chlamydiae(50.5),Chlamydiales(50.5),Parachlamydiaceae(41.6),Parachlamydia(41.6)
OTU_2140,Bacteria(100.0),Planctomycetes(43.3),Planctomycetacia(29.1),Planctomycetales(29.1),Planctomycetaceae(29.1),Gemmata(29.1)
OTU_2139,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(97.2),Chlamydiales(97.2),Parachlamydiaceae(95.2),Neochlamydia(72.5)
OTU_2145,Bacteria(100.0),Verrucomicrobia(99.7),Verrucomicrobiae(80.9),Verrucomicrobiales(64.4),Verrucomicrobiaceae(51.6),Verrucomicrobium(44.3)
OTU_2137,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(86.7),Sneathiellales(67.7),Sneathiellaceae(55.0),Sneathiella(48.9)
OTU_2146,Bacteria(100.0),Proteobacteria(99.6),Gammaproteobacteria(82.2),Methylococcales(55.8),Methylococcaceae(44.1),Methylococcus(44.1)
OTU_2142,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(91.3),Rickettsiales(88.2),Rickettsiaceae(82.6),Rickettsia(57.5)
OTU_2147,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(92.0),Sphingobacteriales(90.5),Sphingobacteriaceae(85.3),Solitalea(65.5)
OTU_2141,Bacteria(100.0),Verrucomicrobia(39.0),Opitutae(27.9),Opitutales(27.9),Opitutaceae(27.9),Alterococcus(27.9)
OTU_2144,Bacteria(100.0),Firmicutes(99.9),Clostridia(88.8),Clostridiales(82.5),Peptococcaceae_I(64.6),Desulfitispora(51.7)
OTU_2143,Bacteria(100.0),Gemmatimonadetes(100.0),Gemmatimonadetes(96.2),Gemmatimonadales(96.2),Gemmatimonadaceae(95.7),Gemmatimonas(89.1)
OTU_2149,Bacteria(100.0),Verrucomicrobia(99.9),Opitutae(89.6),Puniceicoccales(76.0),Puniceicoccaceae(66.1),Pelagicoccus(48.5)
OTU_2153,Bacteria(100.0),Actinobacteria(99.9),Actinobacteria(87.2),Actinomycetales(61.3),Streptomycetaceae(45.2),Streptomyces(44.9)
OTU_2154,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(97.1),Rhodocyclales(93.1),Rhodocyclaceae(91.5),Denitratisoma(74.2)
OTU_2151,Bacteria(100.0),Proteobacteria(95.2),Gammaproteobacteria(67.3),Chromatiales(55.8),Halothiobacillaceae(44.1),Halothiobacillus(44.1)
OTU_2155,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.2),Myxococcales(95.2),Kofleriaceae(74.2),Kofleria(57.5)
OTU_2152,Bacteria(100.0),Firmicutes(100.0),Clostridia(95.6),Clostridiales(95.6),Ruminococcaceae(81.2),Butyricicoccus(60.6)
OTU_2148,Bacteria(100.0),Actinobacteria(95.2),Actinobacteria(67.3),Actinomycetales(55.8),Cellulomonadaceae(44.1),Tropheryma(44.1)
OTU_2156,Bacteria(100.0),Firmicutes(42.6),Erysipelotrichia(28.7),Erysipelotrichales(28.7),Erysipelotrichaceae(28.7),Erysipelotrichaceae_incertae_sedis(28.7)
OTU_2157,Bacteria(100.0),Verrucomicrobia(75.7),Opitutae(45.8),Opitutales(45.8),Opitutaceae(41.3),Alterococcus(41.3)
OTU_2159,Bacteria(100.0),Firmicutes(99.9),Clostridia(89.6),Clostridiales(85.8),Ruminococcaceae(72.5),Ruminococcus(52.3)
OTU_2150,Bacteria(100.0),Actinobacteria(99.9),Actinobacteria(86.9),Actinomycetales(71.2),Pseudonocardiaceae(50.2),Amycolatopsis(47.1)
OTU_2158,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(85.9),Legionellales(67.7),Legionellaceae(56.5),Legionella(48.9)
OTU_2160,Bacteria(100.0),Chloroflexi.ph(96.6),Anaerolineae(68.4),Anaerolineales(56.8),Anaerolineaceae(44.7),Bellilinea(44.1)
OTU_2163,Bacteria(100.0),Verrucomicrobia(93.1),Verrucomicrobiae(41.7),Verrucomicrobiales(41.7),Verrucomicrobiaceae(41.0),Prosthecobacter(41.0)
OTU_2161,Bacteria(100.0),Firmicutes(53.9),Clostridia(32.9),Clostridiales(32.9),Clostridiales_Incertae_Sedis_XVI(32.9),Carboxydocella(32.9)
OTU_2168,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(100.0),Sphingobacteriales(100.0),Cytophagaceae(100.0),Spirosoma(99.5)
OTU_2162,Bacteria(100.0),Firmicutes(99.9),Bacilli(88.2),Bacillales(79.9),Bacillaceae_1(61.6),Bacillus(50.4)
OTU_2164,Bacteria(100.0),Proteobacteria(90.6),Gammaproteobacteria(64.6),Legionellales(54.4),Legionellaceae(43.1),Legionella(43.1)
OTU_2165,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(94.2),Rhodospirillales(94.0),Acetobacteraceae(75.8),Stella(58.7)
OTU_2173,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(94.0),Planctomycetales(93.6),Planctomycetaceae(91.9),Planctomyces(60.6)
OTU_2167,Bacteria(100.0),Firmicutes(43.3),Clostridia(29.1),Clostridiales(29.1),Clostridiaceae_2(29.1),Alkaliphilus(29.1)
OTU_2169,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(93.2),Legionellales(85.8),Legionellaceae(79.7),Legionella(60.6)
OTU_2166,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(89.6),Chromatiales(68.8),Chromatiaceae(55.0),Nitrosococcus(48.5)
OTU_2171,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(92.9),Legionellales(68.8),Legionellaceae(58.3),Legionella(49.5)
OTU_2172,Bacteria(100.0),Tenericutes(48.3),Mollicutes(31.1),Acholeplasmatales(31.1),Acholeplasmataceae(31.1),Acholeplasma(31.1)
OTU_2170,Bacteria(100.0),Chloroflexi.ph(97.6),Thermomicrobia(69.5),Sphaerobacterales(57.7),Sphaerobacteraceae(45.2),Sphaerobacter(44.9)
OTU_2174,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(97.9),Xanthomonadales(97.1),Xanthomonadaceae(95.7),Dyella(70.9)
OTU_2177,Bacteria(100.0),Armatimonadetes(99.8),Chthonomonadetes(86.9),Chthonomonadales(74.8),Chthonomonadaceae(64.6),Chthonomonas/Armatimonadetes_gp3(51.7)
OTU_2178,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(91.7),Sphingobacteriales(90.1),Cytophagaceae(69.0),Sporocytophaga(54.0)
OTU_2175,Bacteria(100.0),Firmicutes(44.6),Bacilli(30.0),Bacillales(30.0),Bacillaceae_2(30.0),Paraliobacillus(30.0)
OTU_2180,Bacteria(100.0),Planctomycetes(66.0),Planctomycetacia(38.4),Planctomycetales(38.4),Planctomycetaceae(38.4),Rhodopirellula(38.4)
OTU_2176,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(93.4),Chromatiales(88.2),Chromatiaceae(77.8),Nitrosococcus(59.5)
OTU_2179,Bacteria(100.0),Proteobacteria(68.9),Alphaproteobacteria(41.7),Rhodospirillales(41.7),Rhodospirillaceae(41.0),Rhodospirillum(41.0)
OTU_2185,Bacteria(100.0),Planctomycetes(99.6),Planctomycetacia(82.2),Planctomycetales(65.5),Planctomycetaceae(51.6),Zavarzinella(44.4)
OTU_2183,Bacteria(100.0),Bacteroidetes(56.9),Sphingobacteria(33.6),Sphingobacteriales(33.6),Saprospiraceae(33.6),Lewinella(33.6)
OTU_2187,Bacteria(100.0),Firmicutes(56.9),Erysipelotrichia(33.6),Erysipelotrichales(33.6),Erysipelotrichaceae(33.6),Holdemania(33.6)
OTU_2181,Bacteria(100.0),Proteobacteria(75.7),Alphaproteobacteria(36.0),Rhodobacterales(36.0),Rhodobacteraceae(36.0),Litorimicrobium(36.0)
OTU_2186,Bacteria(100.0),Armatimonadetes(99.9),Armatimonadia(89.6),Armatimonadales(84.9),Armatimonadaceae(77.8),Armatimonas/Armatimonadetes_gp1(59.5)
OTU_2188,Bacteria(100.0),Armatimonadetes(100.0),Chthonomonadetes(98.7),Chthonomonadales(98.7),Chthonomonadaceae(98.7),Chthonomonas/Armatimonadetes_gp3(98.7)
OTU_2182,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(91.3),Myxococcales(86.7),Haliangiaceae(67.7),Haliangium(53.2)
OTU_2193,Bacteria(100.0),Proteobacteria(72.3),Betaproteobacteria(45.8),Burkholderiales(45.8),Alcaligenaceae(41.3),Pigmentiphaga(41.3)
OTU_2191,Bacteria(100.0),Planctomycetes(98.7),Planctomycetacia(72.4),Planctomycetales(59.4),Planctomycetaceae(46.7),Singulisphaera(44.0)
OTU_2184,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(98.0),Actinomycetales(96.6),Streptomycetaceae(83.8),Streptomyces(63.1)
OTU_2194,Bacteria(100.0),Proteobacteria(99.7),Gammaproteobacteria(84.9),Legionellales(55.8),Legionellaceae(44.1),Legionella(44.1)
OTU_2189,Bacteria(100.0),Firmicutes(100.0),Clostridia(94.2),Clostridiales(94.0),Clostridiaceae_1(89.4),Proteiniclasticum(65.5)
OTU_2195,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(92.9),Burkholderiales(91.0),Comamonadaceae(83.8),Delftia(64.2)
OTU_2190,Bacteria(100.0),Proteobacteria(36.5),Alphaproteobacteria(27.6),Rhizobiales(27.6),Methylocystaceae(27.6),Terasakiella(27.6)
OTU_2199,Bacteria(100.0),Proteobacteria(53.9),Alphaproteobacteria(31.9),Rhizobiales(31.9),Phyllobacteriaceae(31.9),Chelativorans(31.9)
OTU_2200,Bacteria(100.0),Firmicutes(100.0),Clostridia(97.2),Clostridiales(97.2),Ruminococcaceae(95.9),Acetivibrio(82.2)
OTU_2196,Bacteria(100.0),Proteobacteria(99.9),Gammaproteobacteria(90.6),Legionellales(77.1),Legionellaceae(67.7),Legionella(53.2)
OTU_2198,Bacteria(100.0),Firmicutes(72.3),Bacilli(34.5),Bacillales(34.5),Bacillales_incertae_sedis(34.5),Calditerricola(34.5)
OTU_2204,Bacteria(100.0),Planctomycetes(99.8),Planctomycetacia(85.4),Planctomycetales(70.1),Planctomycetaceae(58.3),Gemmata(45.1)
OTU_2192,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(99.7),Micromonosporaceae(99.2),Actinoplanes(97.7)
OTU_2201,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(91.3),Myxococcales(89.6),Polyangiaceae(70.6),Byssovorax(51.2)
OTU_2197,Bacteria(100.0),Actinobacteria(99.6),Actinobacteria(82.2),Solirubrobacterales(57.7),Conexibacteraceae(44.1),Conexibacter(44.1)
OTU_2205,Bacteria(100.0),Bacteroidetes(99.9),Sphingobacteria(84.9),Sphingobacteriales(68.8),Chitinophagaceae(47.4),Ferruginibacter(45.5)
OTU_2203,Bacteria(100.0),Verrucomicrobia(78.7),Opitutae(41.7),Opitutales(41.7),Opitutaceae(41.0),Alterococcus(41.0)
OTU_2209,Bacteria(100.0),Planctomycetes(99.8),Planctomycetacia(85.9),Planctomycetales(71.2),Planctomycetaceae(61.6),Planctomyces(45.5)
OTU_2202,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(95.8),Rhizobiales(93.6),Rhodobiaceae(90.8),Parvibaculum(74.2)
OTU_2208,Bacteria(100.0),Verrucomicrobia(93.1),Verrucomicrobiae(59.4),Verrucomicrobiales(52.9),Verrucomicrobiaceae(41.9),Luteolibacter(41.9)
OTU_2214,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(97.9),Planctomycetales(97.9),Planctomycetaceae(97.9),Gemmata(77.6)
OTU_2211,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(92.0),Pseudomonadales(74.8),Pseudomonadaceae(64.6),Pseudomonas(52.3)
OTU_2217,Bacteria(100.0),Bacteroidetes(99.8),Sphingobacteria(45.8),Sphingobacteriales(45.8),Chitinophagaceae(41.3),Terrimonas(41.3)
OTU_2206,Bacteria(100.0),Armatimonadetes(100.0),Armatimonadia(92.0),Armatimonadales(90.5),Armatimonadaceae(88.5),Armatimonas/Armatimonadetes_gp1(67.8)
OTU_2207,Bacteria(100.0),Proteobacteria(99.6),Gammaproteobacteria(75.6),Chromatiales(58.6),Halothiobacillaceae(46.0),Halothiobacillus(45.1)
OTU_2210,Bacteria(100.0),Firmicutes(84.2),Clostridia(62.5),Clostridiales(53.7),Clostridiales_Incertae_Sedis_XI(42.3),Tepidimicrobium(42.3)
OTU_2213,Bacteria(100.0),Planctomycetes(37.1),Planctomycetacia(27.9),Planctomycetales(27.9),Planctomycetaceae(27.9),Zavarzinella(27.9)
OTU_2216,Bacteria(100.0),Firmicutes(78.7),Bacilli(50.5),Bacillales(50.5),Thermoactinomycetaceae_2(41.0),Mechercharimyces(41.0)
OTU_2220,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(99.2),Chlamydiales(99.2),Parachlamydiaceae(94.2),Neochlamydia(54.0)
OTU_2212,Bacteria(100.0),Proteobacteria(99.0),Alphaproteobacteria(73.9),Rhodospirillales(60.3),Rhodospirillaceae(47.4),Rhodocista(45.5)
OTU_2215,Bacteria(100.0),Proteobacteria(51.0),Gammaproteobacteria(31.9),Legionellales(31.9),Legionellaceae(31.9),Legionella(31.9)
OTU_2219,Bacteria(100.0),Firmicutes(36.5),Bacilli(27.5),Lactobacillales(27.5),Lactobacillaceae(27.5),Lactobacillus(27.5)
OTU_2225,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(89.2),Planctomycetales(83.9),Planctomycetaceae(75.8),Zavarzinella(46.5)
OTU_2218,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(85.4),Legionellales(61.3),Legionellaceae(48.1),Legionella(45.8)
OTU_2224,Bacteria(100.0),Proteobacteria(99.7),Gammaproteobacteria(84.9),Legionellales(65.5),Legionellaceae(51.6),Legionella(47.9)
OTU_2222,Bacteria(100.0),Proteobacteria(66.0),Alphaproteobacteria(31.9),Rhodospirillales(31.9),Rhodospirillaceae(31.9),Novispirillum(31.9)
OTU_2221,Bacteria(100.0),Spirochaetes(95.2),Spirochaetes(67.3),Spirochaetales(55.8),Spirochaetaceae(44.1),Treponema(44.1)
OTU_2228,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.8),Planctomycetales(83.9),Planctomycetaceae(75.8),Gemmata(46.1)
OTU_2223,Bacteria(100.0),Firmicutes(98.3),Bacilli(59.4),Bacillales(52.9),Bacillaceae_1(42.3),Bacillus(42.3)
OTU_2232,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(94.0),Planctomycetales(93.6),Planctomycetaceae(91.9),Planctomyces(63.1)
OTU_2227,Bacteria(100.0),Proteobacteria(99.8),Gammaproteobacteria(85.9),Pseudomonadales(58.6),Pseudomonadaceae(46.0),Pseudomonas(45.1)
OTU_2234,Bacteria(100.0),Proteobacteria(36.5),Betaproteobacteria(27.5),Burkholderiales(27.5),Alcaligenaceae(27.5),Bordetella(27.5)
OTU_2226,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(91.3),Syntrophobacterales(74.8),Syntrophaceae(64.6),Desulfomonile(51.7)
OTU_2231,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(90.2),Planctomycetales(87.4),Planctomycetaceae(82.6),Blastopirellula(61.9)
OTU_2229,Bacteria(100.0),Proteobacteria(99.5),Deltaproteobacteria(75.6),Syntrophobacterales(56.8),Syntrophaceae(44.7),Desulfomonile(44.7)
OTU_2235,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(95.2),Legionellales(92.8),Coxiellaceae(90.8),Aquicella(74.2)
OTU_2236,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(99.3),Solirubrobacterales(99.3),Conexibacteraceae(97.7),Conexibacter(96.3)
OTU_2233,Bacteria(100.0),Proteobacteria(53.9),Gammaproteobacteria(31.9),Chromatiales(31.9),Chromatiaceae(31.9),Halochromatium(31.9)
OTU_2239,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(92.4),Pseudomonadales(91.0),Pseudomonadaceae(88.5),Pseudomonas(69.2)
OTU_2238,Bacteria(100.0),Chloroflexi.ph(95.2),Thermomicrobia(67.3),Sphaerobacterales(55.8),Sphaerobacteraceae(44.1),Sphaerobacter(44.1)
OTU_2243,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(87.8),Planctomycetales(78.5),Planctomycetaceae(69.0),Gemmata(45.5)
OTU_2241,Bacteria(100.0),Planctomycetes(42.6),Planctomycetacia(29.1),Planctomycetales(29.1),Planctomycetaceae(29.1),Planctomyces(29.1)
OTU_2237,Bacteria(100.0),Actinobacteria(100.0),Actinobacteria(100.0),Actinomycetales(100.0),Nocardiaceae(99.6),Rhodococcus(99.6)
OTU_2242,Bacteria(100.0),Actinobacteria(99.9),Actinobacteria(87.6),Solirubrobacterales(77.1),Conexibacteraceae(50.2),Conexibacter(46.5)
OTU_2230,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(95.2),Rhodospirillales(95.2),Rhodospirillaceae(92.4),Defluviicoccus(74.2)
OTU_2240,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(92.0),Myxococcales(87.4),Phaselicystidaceae(61.6),Phaselicystis(50.4)
OTU_2244,Bacteria(100.0),Proteobacteria(100.0),Alphaproteobacteria(88.5),Rhizobiales(72.4),Rhodobiaceae(61.6),Parvibaculum(50.4)
OTU_2248,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(97.1),Chlamydiales(97.1),Parachlamydiaceae(95.4),Neochlamydia(70.9)
OTU_2245,Bacteria(100.0),Proteobacteria(81.5),Deltaproteobacteria(54.9),Syntrophobacterales(51.3),Syntrophaceae(41.6),Desulfomonile(41.6)
OTU_2252,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(94.5),Sphingobacteriales(94.2),Chitinophagaceae(92.9),Niabella(56.3)
OTU_2250,Bacteria(100.0),Planctomycetes(43.9),Planctomycetacia(29.5),Planctomycetales(29.5),Planctomycetaceae(29.5),Planctomyces(29.5)
OTU_2249,Bacteria(100.0),Proteobacteria(99.9),Gammaproteobacteria(90.9),Legionellales(74.8),Legionellaceae(64.6),Legionella(51.7)
OTU_2247,Bacteria(100.0),Firmicutes(100.0),Clostridia(95.4),Clostridiales(95.4),Ruminococcaceae(91.9),Ruminococcus(61.9)
OTU_2256,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(90.2),Sphingobacteriales(86.7),Chitinophagaceae(69.0),Sediminibacterium(48.5)
OTU_2246,Bacteria(100.0),Proteobacteria(99.4),Deltaproteobacteria(79.2),Desulfobacterales(62.2),Desulfobacteraceae(49.1),Desulfococcus(45.8)
OTU_2255,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.6),Myxococcales(92.8),Cystobacteraceae(75.8),Anaeromyxobacter(57.5)
OTU_2253,Bacteria(100.0),Gemmatimonadetes(99.9),Gemmatimonadetes(86.9),Gemmatimonadales(74.8),Gemmatimonadaceae(66.1),Gemmatimonas(52.3)
OTU_2257,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(96.9),Planctomycetales(96.9),Planctomycetaceae(96.7),Gemmata(65.5)
OTU_2254,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(87.6),Syntrophobacterales(70.1),Syntrophaceae(58.3),Desulfomonile(47.9)
OTU_2263,Bacteria(100.0),Planctomycetes(99.9),Planctomycetacia(88.2),Planctomycetales(81.2),Planctomycetaceae(72.5),Gemmata(46.1)
OTU_2251,Bacteria(100.0),Firmicutes(66.0),Clostridia(38.4),Clostridiales(38.4),Clostridiaceae_1(38.4),Caloramator(38.4)
OTU_2261,Bacteria(100.0),Bacteroidetes(99.9),Sphingobacteria(86.9),Sphingobacteriales(76.0),Cytophagaceae(53.2),Cytophaga(46.5)
OTU_2265,Bacteria(100.0),Planctomycetes(42.6),Planctomycetacia(29.1),Planctomycetales(29.1),Planctomycetaceae(29.1),Planctomyces(29.1)
OTU_2259,Bacteria(100.0),Proteobacteria(99.7),Gammaproteobacteria(84.9),Legionellales(57.7),Coxiellaceae(44.7),Aquicella(44.7)
OTU_2260,Bacteria(100.0),Firmicutes(72.3),Clostridia(45.8),Clostridiales(45.8),Peptococcaceae_2(41.3),Desulfotomaculum(41.3)
OTU_2262,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(97.2),Legionellales(93.6),Legionellaceae(91.9),Legionella(78.6)
OTU_2258,Bacteria(100.0),Firmicutes(100.0),Bacilli(96.9),Bacillales(96.9),Paenibacillaceae_1(94.6),Paenibacillus(75.9)
OTU_2264,Bacteria(100.0),Firmicutes(43.9),Clostridia(29.1),Clostridiales(29.1),Peptococcaceae_1(29.1),Syntrophobotulus(29.1)
OTU_2266,Bacteria(100.0),Planctomycetes(41.6),Planctomycetacia(28.1),Planctomycetales(28.1),Planctomycetaceae(28.1),Planctomyces(28.1)
OTU_2271,Bacteria(100.0),Firmicutes(100.0),Bacilli(91.7),Bacillales(89.6),Pasteuriaceae(86.4),Pasteuria(66.6)
OTU_2267,Bacteria(100.0),Firmicutes(41.6),Erysipelotrichia(28.7),Erysipelotrichales(28.7),Erysipelotrichaceae(28.7),Holdemania(28.7)
OTU_2269,Bacteria(100.0),Proteobacteria(100.0),Betaproteobacteria(97.9),Rhodocyclales(94.6),Rhodocyclaceae(93.2),Zoogloea(77.6)
OTU_2268,Bacteria(100.0),Proteobacteria(43.3),Betaproteobacteria(28.1),Neisseriales(28.1),Neisseriaceae(28.1),Aquaspirillum(28.1)
OTU_2279,Bacteria(100.0),Planctomycetes(99.8),Planctomycetacia(86.9),Planctomycetales(74.8),Planctomycetaceae(64.6),Gemmata(44.3)
OTU_2270,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(95.6),Myxococcales(95.6),Haliangiaceae(77.8),Haliangium(59.5)
OTU_2274,Bacteria(100.0),Firmicutes(99.9),Clostridia(86.7),Clostridiales(73.7),Ruminococcaceae(53.2),Fastidiosipila(48.5)
OTU_2272,Bacteria(100.0),Proteobacteria(56.9),Gammaproteobacteria(33.6),Oceanospirillales(33.6),Oceanospirillales_incertae_sedis(33.6),Salicola(33.6)
OTU_2278,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(89.9),Myxococcales(77.1),Polyangiaceae(55.0),Chondromyces(47.9)
OTU_2273,Bacteria(100.0),Firmicutes(100.0),Bacilli(97.1),Bacillales(97.1),Paenibacillaceae_1(95.7),Paenibacillus(88.0)
OTU_2285,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(92.6),Planctomycetales(91.4),Planctomycetaceae(89.4),Gemmata(48.9)
OTU_2280,Bacteria(100.0),Chlamydiae(99.9),Chlamydiae(89.9),Chlamydiales(85.8),Parachlamydiaceae(50.2),Neochlamydia(45.8)
OTU_2277,Bacteria(100.0),Deferribacteres(41.6),Deferribacteres(28.7),Deferribacterales(28.7),Deferribacterales_incertae_sedis(28.7),Caldithrix(28.7)
OTU_2275,Bacteria(100.0),Proteobacteria(63.0),Deltaproteobacteria(36.0),Desulfovibrionales(36.0),Desulfovibrionaceae(36.0),Desulfovibrio(36.0)
OTU_2276,Bacteria(100.0),Proteobacteria(81.5),Alphaproteobacteria(59.4),Sneathiellales(52.1),Sneathiellaceae(41.9),Sneathiella(41.9)
OTU_2281,Bacteria(100.0),Firmicutes(36.5),Bacilli(27.5),Bacillales(27.5),Alicyclobacillaceae(27.5),Alicyclobacillus(27.5)
OTU_2283,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(95.4),Legionellales(92.8),Coxiellaceae(90.8),Aquicella(74.2)
OTU_2282,Archaea(100.0),Euryarchaeota(100.0),Methanomicrobia(100.0),Methanocellales(99.7),Methanocellaceae(99.7),Methanocella(99.7)
OTU_2286,Bacteria(100.0),Firmicutes(99.9),Clostridia(87.6),Clostridiales(78.5),Ruminococcaceae(50.2),Ruminococcus(46.5)
OTU_2284,Bacteria(100.0),Bacteroidetes(100.0),Sphingobacteria(86.7),Sphingobacteriales(74.8),Cytophagaceae(56.5),Cytophaga(49.5)
OTU_2299,Bacteria(100.0),Bacteroidetes(100.0),Bacteroidia(86.9),Bacteroidales(76.0),Porphyromonadaceae(66.1),Paludibacter(52.3)
OTU_2289,Bacteria(100.0),Bacteroidetes(84.2),Bacteroidia(59.4),Bacteroidales(52.9),Bacteroidaceae(42.3),Acetomicrobium(42.3)
OTU_2288,Bacteria(100.0),Firmicutes(100.0),Bacilli(90.2),Bacillales(86.7),Paenibacillaceae_1(74.2),Paenibacillus(57.5)
OTU_2287,Bacteria(100.0),Actinobacteria(99.4),Actinobacteria(79.2),Solirubrobacterales(63.2),Conexibacteraceae(47.4),Conexibacter(45.5)
OTU_2291,Bacteria(100.0),Proteobacteria(59.8),Gammaproteobacteria(34.5),Xanthomonadales(34.5),Xanthomonadaceae(34.5),Frateuria(34.5)
OTU_2294,Bacteria(100.0),Planctomycetes(100.0),Planctomycetacia(96.6),Planctomycetales(96.6),Planctomycetaceae(96.4),Zavarzinella(74.2)
OTU_2292,Bacteria(100.0),Firmicutes(44.6),Bacilli(29.5),Lactobacillales(29.5),Lactobacillaceae(29.5),Lactobacillus(29.5)
OTU_2290,Bacteria(100.0),Proteobacteria(42.6),Betaproteobacteria(28.7),Burkholderiales(28.7),Comamonadaceae(28.7),Schlegelella(28.7)
OTU_2295,Bacteria(100.0),Proteobacteria(100.0),Deltaproteobacteria(100.0),Desulfovibrionales(100.0),Desulfovibrionaceae(100.0),Desulfovibrio(100.0)
OTU_2293,Bacteria(100.0),Proteobacteria(75.7),Deltaproteobacteria(38.4),Syntrophobacterales(38.4),Syntrophaceae(38.4),Desulfobacca(38.4)
OTU_2296,Bacteria(100.0),Proteobacteria(99.9),Alphaproteobacteria(79.2),Sneathiellales(58.6),Sneathiellaceae(46.0),Sneathiella(45.1)
OTU_2301,Bacteria(100.0),Planctomycetes(99.4),Planctomycetacia(79.2),Planctomycetales(63.2),Planctomycetaceae(50.2),Blastopirellula(44.3)
OTU_2298,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(99.3),Legionellales(99.1),Legionellaceae(98.8),Legionella(98.8)
OTU_2297,Bacteria(100.0),Proteobacteria(99.9),Deltaproteobacteria(88.5),Bdellovibrionales(81.2),Bdellovibrionaceae(72.5),Vampirovibrio(56.3)
OTU_2302,Bacteria(100.0),Proteobacteria(100.0),Gammaproteobacteria(97.4),Legionellales(95.9),Coxiellaceae(94.6),Aquicella(85.8)
OTU_2300,Bacteria(100.0),Firmicutes(100.0),Clostridia(92.0),Clostridiales(90.5),Clostridiales_Incertae_Sedis_XIII(79.7),Anaerovorax(60.6)
OTU_2304,Bacteria(100.0),Firmicutes(99.9),Negativicutes(83.2),Selenomonadales(66.6),Veillonellaceae(55.0),Propionispora(46.5)
OTU_2306,Bacteria(100.0),Chlamydiae(100.0),Chlamydiae(96.5),Chlamydiales(96.5),Parachlamydiaceae(91.5),Neochlamydia(65.5)
OTU_2307,Bacteria(100.0),Firmicutes(100.0),Bacilli(98.0),Bacillales(98.0),Paenibacillaceae_1(96.4),Paenibacillus(90.8)
